Company_Name,Founded,Location,Sector,What_it_does,Founders,Investor,Amount,Stage,Funding_Year,Main_Sector,Stages,Years of Existence
Unacademy,2015,Bangalore,EdTech,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta", Tiger Global Management,3000000.0,,2020,,Unknown,5.0
Yellow Classes,2020,Gurugram,EdTech,New-age fun-learning platform for kids.,"Arpit Mittal, Anshul Gupta",India Quotient,1300000.0,Pre-series A,2020,,Validation,0.0
Plum,2019,Bangalore,HealthTech,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora", Tanglin Venture Partners,4100000.0,,2020,Health & Life Sciences,Unknown,1.0
STAGE,2019,Indore,Entertainment,STAGE is an Indian language content platform for artist-led entertainment.,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,1000000.0,,2020,Media and Entertainment,Unknown,1.0
Kaagaz Scanner,2020,Bangalore,Scanning app,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,575000.0,,2020,,Unknown,0.0
NIRA,2017,Bangalore,FinTech,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.","Rohit Sen, Nupur Gupta", Techstars,1000000.0,,2020,,Unknown,3.0
Prolixr,2018,Gurugram,Skincare startup,A premium skincare brand committed towards building innovative skin care wellness.,"Aditya Sharma, Jayesh Hans", Divij Bajaj,3000000.0,Seed,2020,Beauty and Fashion,Validation,2.0
DaMENSCH,2018,Bangalore,E-commerce,DaMENSCH is a designer and seller of men's apparel.,"Anurag Saboo, Gaurav Pushkar", Matrix Partners India,6000000.0,,2020,Commerce & Retail,Unknown,2.0
Country Delight,2015,Chandigarh,Food and Beverages,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Chakradhar Gade, Nitin Kaushal", Matrix Partners India,25000000.0,Series C,2020,Food & Beverage,Scaling,5.0
SignalX,2018,Hyderabad,AI startup,SignalX offers an artificial intelligence-powered SaaS platform,"Govind Balachandran, Zakir Wahab, Piyush Arora", Hyderabad Angels,800000.0,Seed,2020,,Validation,2.0
Lancify,2018,Bangalore,EdTech,Lancify is building the world's strongest young workforce,"Gowtham Sundaresan, Azan Barodawala", Techstars Bangalore Accelerator,300000.0,,2020,,Unknown,2.0
Krimanshi,2015,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra, AIM Smart City,600000.0,Seed,2020,Agriculture,Validation,5.0
Instoried,2018,Bangalore,AI startup,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj", SOSV,1000000.0,Pre-series A,2020,,Validation,2.0
PlayerzPot,2015,Mumbai,Gaming startup,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes","Yogesh, Mitesh Gangar", Base Partners,3000000.0,Series A,2020,,Early Traction,5.0
Turtlemint,2015,Mumbai,HealthTech,Turtlemint has built Indian personalized insurance platform,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah", Dream Incubator,30000000.0,,2020,Health & Life Sciences,Unknown,5.0
Arata,2017,New Delhi,E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Pre-series A,2020,Commerce & Retail,Validation,3.0
MPL,2018,Bangalore,Gaming startup,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra", Base Partners,5000000.0,,2020,,Unknown,2.0
Thrive,2020,Mumbai,FoodTech,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani", Ahimsa Capital,3000000.0,Pre-series A,2020,Food & Beverage,Validation,0.0
Kitchens Centre,2019,New Delhi,Proptech,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain, Ankush Gera,3000000.0,Pre-series A,2020,,Validation,1.0
Prescribe,2019,Chennai,HealthTech,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan,Titan Capital,100000.0,,2020,Health & Life Sciences,Unknown,1.0
Arzooo,2016,Bangalore,Tech Startup,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore", Jabbar Internet Group,3000000.0,,2020,,Unknown,4.0
Slice,2016,Bangalore,FinTech,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj", Gunosy,5000000.0,Debt,2020,,Unknown,4.0
Rapawalk,2017,Bangalore,E-commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy", Ravi Garikipati,300000.0,Seed,2020,Commerce & Retail,Validation,3.0
Oga Fit's,2017,Bangalore,Fitness startup,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,9Unicorns,3000000.0,Pre-series A,2020,,Validation,3.0
LAVAL,2016,Bangalore,Cosmetics,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika",Jazal Group,3000000.0,Pre-series A,2020,Beauty and Fashion,Validation,4.0
Stride Ventures,2019,New Delhi,Venture capitalist,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi,Small Industries Development Bank of India,80000000.0,,2020,Financial Services,Unknown,1.0
BlackSoil,2016,Mumbai,FinTech,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal, BEENEXT,10000000.0,,2020,,Unknown,4.0
Xpressbees,2015,Pune,E-commerce,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari", InnoVen Capital,100000000.0,,2020,Commerce & Retail,Unknown,5.0
GalaxyCard,2017,Gurugram,FinTech,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Seed,2020,,Validation,3.0
MoooFarm,2019,Gurugram,AgriTech,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora", Rockstart,500000.0,Pre-seed,2020,Agriculture,Ideation,1.0
BitClass,2020,Bangalore,PaaS startup,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary", Waterbridge Ventures,2000000.0,Seed,2020,,Validation,0.0
Gonuts,2020,Mumbai,Entertainment,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George", Archana Priyadarshini,400000.0,Seed,2020,Media and Entertainment,Validation,0.0
TUBBR,2019,"Frisco, Texas, United States",Social Media,World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,3000000.0,,2020,Media and Entertainment,Unknown,1.0
LivFin,2017,New Delhi,FinTech,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra, KFW DEG,4700000.0,,2020,,Unknown,3.0
Lattu Kids,2017,Mumbai,EdTech,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani,Mumbai Angels Network,3000000.0,,2020,,Unknown,3.0
Eggoz,2016,Indore,Food & Bevarages,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar", Rebright Partners,1500000.0,Pre-series A,2020,Food & Beverage,Validation,4.0
Steradian Semiconductors,2016,Bangalore,Deeptech,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,3000000.0,,2020,,Unknown,4.0
CHARGE+ZONE,2018,Gujarat,EV startup,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Pre-series A,2020,,Validation,2.0
Gully Network,2019,Bangalore,E-commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi", Orios Venture Partners,1200000.0,Pre-series A,2020,Commerce & Retail,Validation,1.0
TurboHire,2018,Hyderabad,Recruitment startup,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour", Pentathlon Ventures,1000000.0,Seed,2020,Software & Technology,Validation,2.0
Charcoal Eats,2015,Mumbai,QSR startup,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.","Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,,2020,,Unknown,5.0
Mitron TV,2020,Bangalore,Video platform,Mitron is a free short videoplatform for next generation,"Shivank Agarwal, Anish Khandelwal",9Unicorns,3000000.0,,2020,,Unknown,0.0
Svami,2016,Mumbai,Food & Bevarages,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Sahil Jatana, Rukam Capital Trust,800000.0,,2020,Food & Beverage,Unknown,4.0
Dhurnia,2018,Dhingsara,EdTech,Developer of an online learning platform intended for various competitive exam preparations.,"Ajay Kumar, Murari Singh", Modulor Capital,100000.0,,2020,,Unknown,2.0
Expertrons,2019,Mumbai,EdTech,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Jatin Solanki, Sukanta Ganguly,3000000.0,,2020,,Unknown,1.0
Leena AI,2015,"New York, United States",AI startup,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Adit Jain, Anand Prajapati, Mayank Goyal", Jim Moffatt,8000000.0,,2020,,Unknown,5.0
Bizlog,2016,Bangalore,Logistics,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund,1000000.0,,2020,Transport,Unknown,4.0
Tamasha.live,2020,Mumbai,Gaming,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","Saurabh Gupta, Siddharth Swarnkar", FirstCheque,300000.0,,2020,,Unknown,0.0
Fedo,2017,Bangalore,AI startup,Artificial Intelligence based Credit Score for Health,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,1000000.0,,2020,,Unknown,3.0
FabHotels,2015,Gurugram,Hospitality,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"Adarsh Manpuria, Vaibhav Aggarwal", Goldman Sachs,1000000.0,,2020,Hospitality,Unknown,5.0
Freshokartz,2016, Jaipur,AgriTech,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Chandrakanta, Rajendra Lora", Innovana Thinklabs,1000000.0,Pre-series A,2020,Agriculture,Validation,4.0
FlexiLoans,2016,Mumbai,FinTech,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Debt,2020,,Unknown,4.0
Agrix,2020,Patna,AgriTech,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.","Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,3000000.0,,2020,Agriculture,Unknown,0.0
BharatAgri,2017,Pune,AgriTech,A Smart Farming Technology Platform for Indian Farmers,"Siddharth Dialani, Sai Gole", India Quotient,3000000.0,Pre-series A,2020,Agriculture,Validation,3.0
FreshtoHome,2015,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil, Iron Pillar,121000000.0,Series C,2020,Commerce & Retail,Scaling,5.0
Credable,2017,Mumbai,FinTech,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Nirav Choksi,Oaks Asset Management,4500000.0,,2020,,Unknown,3.0
Railofy,2019,Mumbai,Transportation,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi", Better Capital,5000000.0,Seed,2020,Transport,Validation,1.0
Finova Capital,2016, Jaipur,FinTech,Finova Capital is a non-banking financial company.,"Mohit Sahney, Sunita Sahney", Faering Capital,55000000.0,,2020,,Unknown,4.0
Teachmint,2020,Bangalore,Edtech,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,3500000.0,Seed,2020,,Validation,0.0
Janani,2020,Bangalore,Fertility tech,Janani aims to make the process of infertility treatment and assisted fertilisation easier,Nilay Mehrotra,9Unicorns,200000.0,Pre-seed,2020,,Ideation,0.0
Credgenics,2018,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel", Sunder Nookala,3300000.0,Seed,2020,,Validation,2.0
Finelistings,2015,New Delhi,Luxury car startup,A Used Luxury Car Marketplace,Aneesh Mathur,Justdial,3000000.0,,2020,,Unknown,5.0
Wellversed,2018,New Delhi,Healthcare,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"Aanan Khurma, Aditya Seth, Ripunjay Chachan", Shankar Narayanan,3000000.0,Pre-series A,2020,Software & Technology,Validation,2.0
Jumbotail,2015,Bangalore,E-commerce,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020,Commerce & Retail,Scaling,5.0
Winzo,2018,New Delhi,Gaming startup,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Paavan Nanda, Saumya Singh Rathore", Courtside Ventures,2000000.0,,2020,,Unknown,2.0
mCaffeine,2015,Mumbai,Cosmetics,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani", Amicus Capital,5000000.0,Series B,2020,Beauty and Fashion,Scaling,5.0
Pocket FM,2018,Bangalore,FM,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,Rohan Nayak, Lightspeed,5000000.0,Series A,2020,,Early Traction,2.0
Snackible,2015,Mumbai,Healthcare,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,, Murali Nair,3000000.0,Bridge,2020,Software & Technology,Scaling,5.0
FreshtoHome,2015,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil, Iron Pillar,16000000.0,,2020,Commerce & Retail,Unknown,5.0
Jumbotail,2015,Bangalore,Retail,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Ashish Jhina, Karthik Venkateswaran", Capria Ventures,11000000.0,Series B2,2020,Commerce & Retail,Scaling,5.0
TagZ Foods,2019,Bangalore,Food,TagZ Foods is a supplier of snacks and food products.,"Sagar Bhalotia, Anish Basu Roy", Shesh Kondi,3000000.0,,2020,Food & Beverage,Unknown,1.0
Genius Teacher,2016,Mumbai,Edtech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Advitiya Sharma, Gaurav Lahoti", Daniel Lapus,2000000.0,,2020,,Unknown,4.0
Krimanshi Feeds,2015,Jodhpur,Nutrition sector,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra, AIM Smart City,500000.0,,2020,Health & Life Sciences,Unknown,5.0
GetVantage,2019,Mumbai,FinTech,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra", Venture Catalysts,5000000.0,Seed,2020,,Validation,1.0
Betterplace,2015,Bangalore,Tech platform,Developer of a digital verification platform designed to manage the semi-formal workforce.,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,10000000.0,Series B,2020,,Scaling,5.0
Biddano,2016,Mumbai,Healthcare,India's 1st tech-enabled healthcare logistics platform.,Talha Shaikh,Windrose Capital,600000.0,Pre-series A,2020,Software & Technology,Validation,4.0
